Chain	ctx11	ctx12	ctx13	ctx21	ctx22	ctx23	STD	TC	diff
t11	1	2	3	4	5	6	10	10	0
t12	1	2	3	4	5	6	12	12	0
t13	1	2	3	4	5	6	34	34	0
t21	1	2	3	4	5	6	73	73	0
t22	1	2	3	4	5	6	146	146	0
t23	1	2	3	4	5	6	466	466	0
t11	1	2	3	4	6	5	10	10	0
t12	1	2	3	4	6	5	12	12	0
t13	1	2	3	4	6	5	34	34	0
t21	1	2	3	4	6	5	73	73	0
t22	1	2	3	4	6	5	424	424	0
t23	1	2	3	4	6	5	216	216	0
t11	1	2	3	5	4	6	10	10	0
t12	1	2	3	5	4	6	12	12	0
t13	1	2	3	5	4	6	34	34	0
t21	1	2	3	5	4	6	695	695	0
t22	1	2	3	5	4	6	407	407	0
t23	1	2	3	5	4	6	1462	1462	0
t11	1	2	3	5	6	4	10	10	0
t12	1	2	3	5	6	4	12	12	0
t13	1	2	3	5	6	4	34	34	0
t21	1	2	3	5	6	4	473	94	379
t22	1	2	3	5	6	4	1007	445	562
t23	1	2	3	5	6	4	310	159	151
t11	1	2	3	6	4	5	0	0	0
t12	1	2	3	6	4	5	0	0	0
t13	1	2	3	6	4	5	0	0	0
t21	1	2	3	6	4	5	0	0	0
t22	1	2	3	6	4	5	0	0	0
t23	1	2	3	6	4	5	0	0	0
t11	1	2	3	6	5	4	0	0	0
t12	1	2	3	6	5	4	0	0	0
t13	1	2	3	6	5	4	0	0	0
t21	1	2	3	6	5	4	0	0	0
t22	1	2	3	6	5	4	0	0	0
t23	1	2	3	6	5	4	0	0	0
t11	1	2	4	3	5	6	10	10	0
t12	1	2	4	3	5	6	12	12	0
t13	1	2	4	3	5	6	47	47	0
t21	1	2	4	3	5	6	29	29	0
t22	1	2	4	3	5	6	133	133	0
t23	1	2	4	3	5	6	390	390	0
t11	1	2	4	3	6	5	10	10	0
t12	1	2	4	3	6	5	12	12	0
t13	1	2	4	3	6	5	47	47	0
t21	1	2	4	3	6	5	29	29	0
t22	1	2	4	3	6	5	343	343	0
t23	1	2	4	3	6	5	190	190	0
t11	1	2	4	5	3	6	10	10	0
t12	1	2	4	5	3	6	12	12	0
t13	1	2	4	5	3	6	264	55	209
t21	1	2	4	5	3	6	695	695	0
t22	1	2	4	5	3	6	187	187	0
t23	1	2	4	5	3	6	1445	1445	0
t11	1	2	4	5	6	3	10	10	0
t12	1	2	4	5	6	3	12	12	0
t13	1	2	4	5	6	3	210	49	161
t21	1	2	4	5	6	3	473	94	379
t22	1	2	4	5	6	3	1007	445	562
t23	1	2	4	5	6	3	126	59	67
t11	1	2	4	6	3	5	0	0	0
t12	1	2	4	6	3	5	0	0	0
t13	1	2	4	6	3	5	0	0	0
t21	1	2	4	6	3	5	0	0	0
t22	1	2	4	6	3	5	0	0	0
t23	1	2	4	6	3	5	0	0	0
t11	1	2	4	6	5	3	0	0	0
t12	1	2	4	6	5	3	0	0	0
t13	1	2	4	6	5	3	0	0	0
t21	1	2	4	6	5	3	0	0	0
t22	1	2	4	6	5	3	0	0	0
t23	1	2	4	6	5	3	0	0	0
t11	1	2	5	3	4	6	10	10	0
t12	1	2	5	3	4	6	12	12	0
t13	1	2	5	3	4	6	79	79	0
t21	1	2	5	3	4	6	29	29	0
t22	1	2	5	3	4	6	50	50	0
t23	1	2	5	3	4	6	326	326	0
t11	1	2	5	3	6	4	10	10	0
t12	1	2	5	3	6	4	12	12	0
t13	1	2	5	3	6	4	113	54	59
t21	1	2	5	3	6	4	29	29	0
t22	1	2	5	3	6	4	343	343	0
t23	1	2	5	3	6	4	61	61	0
t11	1	2	5	4	3	6	10	10	0
t12	1	2	5	4	3	6	12	12	0
t13	1	2	5	4	3	6	89	89	0
t21	1	2	5	4	3	6	50	50	0
t22	1	2	5	4	3	6	35	35	0
t23	1	2	5	4	3	6	373	373	0
t11	1	2	5	4	6	3	10	10	0
t12	1	2	5	4	6	3	12	12	0
t13	1	2	5	4	6	3	128	54	74
t21	1	2	5	4	6	3	95	34	61
t22	1	2	5	4	6	3	446	348	98
t23	1	2	5	4	6	3	59	58	1
t11	1	2	5	6	3	4	0	0	0
t12	1	2	5	6	3	4	0	0	0
t13	1	2	5	6	3	4	0	0	0
t21	1	2	5	6	3	4	0	0	0
t22	1	2	5	6	3	4	0	0	0
t23	1	2	5	6	3	4	0	0	0
t11	1	2	5	6	4	3	0	0	0
t12	1	2	5	6	4	3	0	0	0
t13	1	2	5	6	4	3	0	0	0
t21	1	2	5	6	4	3	0	0	0
t22	1	2	5	6	4	3	0	0	0
t23	1	2	5	6	4	3	0	0	0
t11	1	2	6	3	4	5	10	10	0
t12	1	2	6	3	4	5	12	12	0
t13	1	2	6	3	4	5	133	133	0
t21	1	2	6	3	4	5	29	29	0
t22	1	2	6	3	4	5	50	50	0
t23	1	2	6	3	4	5	55	55	0
t11	1	2	6	3	5	4	10	10	0
t12	1	2	6	3	5	4	12	12	0
t13	1	2	6	3	5	4	134	134	0
t21	1	2	6	3	5	4	29	29	0
t22	1	2	6	3	5	4	72	72	0
t23	1	2	6	3	5	4	47	47	0
t11	1	2	6	4	3	5	10	10	0
t12	1	2	6	4	3	5	12	12	0
t13	1	2	6	4	3	5	138	138	0
t21	1	2	6	4	3	5	50	50	0
t22	1	2	6	4	3	5	35	35	0
t23	1	2	6	4	3	5	86	86	0
t11	1	2	6	4	5	3	10	10	0
t12	1	2	6	4	5	3	12	12	0
t13	1	2	6	4	5	3	139	134	5
t21	1	2	6	4	5	3	51	34	17
t22	1	2	6	4	5	3	72	72	0
t23	1	2	6	4	5	3	42	42	0
t11	1	2	6	5	3	4	10	10	0
t12	1	2	6	5	3	4	12	12	0
t13	1	2	6	5	3	4	195	195	0
t21	1	2	6	5	3	4	131	131	0
t22	1	2	6	5	3	4	65	65	0
t23	1	2	6	5	3	4	107	65	42
t11	1	2	6	5	4	3	10	10	0
t12	1	2	6	5	4	3	12	12	0
t13	1	2	6	5	4	3	210	210	0
t21	1	2	6	5	4	3	146	146	0
t22	1	2	6	5	4	3	111	72	39
t23	1	2	6	5	4	3	45	45	0
t11	1	3	2	4	5	6	10	10	0
t12	1	3	2	4	5	6	84	84	0
t13	1	3	2	4	5	6	42	42	0
t21	1	3	2	4	5	6	133	133	0
t22	1	3	2	4	5	6	252	252	0
t23	1	3	2	4	5	6	753	753	0
t11	1	3	2	4	6	5	10	10	0
t12	1	3	2	4	6	5	84	84	0
t13	1	3	2	4	6	5	42	42	0
t21	1	3	2	4	6	5	133	133	0
t22	1	3	2	4	6	5	684	684	0
t23	1	3	2	4	6	5	346	346	0
t11	1	3	2	5	4	6	10	10	0
t12	1	3	2	5	4	6	84	84	0
t13	1	3	2	5	4	6	42	42	0
t21	1	3	2	5	4	6	1393	1393	0
t22	1	3	2	5	4	6	779	779	0
t23	1	3	2	5	4	6	2909	2909	0
t11	1	3	2	5	6	4	10	10	0
t12	1	3	2	5	6	4	84	84	0
t13	1	3	2	5	6	4	42	42	0
t21	1	3	2	5	6	4	812	154	658
t22	1	3	2	5	6	4	1682	705	977
t23	1	3	2	5	6	4	538	286	252
t11	1	3	2	6	4	5	0	0	0
t12	1	3	2	6	4	5	0	0	0
t13	1	3	2	6	4	5	0	0	0
t21	1	3	2	6	4	5	0	0	0
t22	1	3	2	6	4	5	0	0	0
t23	1	3	2	6	4	5	0	0	0
t11	1	3	2	6	5	4	0	0	0
t12	1	3	2	6	5	4	0	0	0
t13	1	3	2	6	5	4	0	0	0
t21	1	3	2	6	5	4	0	0	0
t22	1	3	2	6	5	4	0	0	0
t23	1	3	2	6	5	4	0	0	0
t11	1	3	4	2	5	6	10	10	0
t12	1	3	4	2	5	6	21	21	0
t13	1	3	4	2	5	6	47	47	0
t21	1	3	4	2	5	6	13	13	0
t22	1	3	4	2	5	6	133	133	0
t23	1	3	4	2	5	6	348	348	0
t11	1	3	4	2	6	5	10	10	0
t12	1	3	4	2	6	5	21	21	0
t13	1	3	4	2	6	5	47	47	0
t21	1	3	4	2	6	5	13	13	0
t22	1	3	4	2	6	5	371	371	0
t23	1	3	4	2	6	5	211	211	0
t11	1	3	4	5	2	6	0	10	-10
t12	1	3	4	5	2	6	0	31	-31
t13	1	3	4	5	2	6	0	67	-67
t21	1	3	4	5	2	6	0	895	-895
t22	1	3	4	5	2	6	0	181	-181
t23	1	3	4	5	2	6	0	1837	-1837
t11	1	3	4	5	6	2	0	10	-10
t12	1	3	4	5	6	2	0	27	-27
t13	1	3	4	5	6	2	0	51	-51
t21	1	3	4	5	6	2	0	114	-114
t22	1	3	4	5	6	2	0	553	-553
t23	1	3	4	5	6	2	0	51	-51
t11	1	3	4	6	2	5	0	0	0
t12	1	3	4	6	2	5	0	0	0
t13	1	3	4	6	2	5	0	0	0
t21	1	3	4	6	2	5	0	0	0
t22	1	3	4	6	2	5	0	0	0
t23	1	3	4	6	2	5	0	0	0
t11	1	3	4	6	5	2	0	0	0
t12	1	3	4	6	5	2	0	0	0
t13	1	3	4	6	5	2	0	0	0
t21	1	3	4	6	5	2	0	0	0
t22	1	3	4	6	5	2	0	0	0
t23	1	3	4	6	5	2	0	0	0
t11	1	3	5	2	4	6	10	10	0
t12	1	3	5	2	4	6	21	21	0
t13	1	3	5	2	4	6	81	81	0
t21	1	3	5	2	4	6	13	13	0
t22	1	3	5	2	4	6	50	50	0
t23	1	3	5	2	4	6	310	310	0
t11	1	3	5	2	6	4	10	10	0
t12	1	3	5	2	6	4	21	21	0
t13	1	3	5	2	6	4	121	57	64
t21	1	3	5	2	6	4	13	13	0
t22	1	3	5	2	6	4	371	371	0
t23	1	3	5	2	6	4	69	69	0
t11	1	3	5	4	2	6	10	10	0
t12	1	3	5	4	2	6	31	31	0
t13	1	3	5	4	2	6	97	97	0
t21	1	3	5	4	2	6	50	50	0
t22	1	3	5	4	2	6	29	29	0
t23	1	3	5	4	2	6	406	406	0
t11	1	3	5	4	6	2	10	10	0
t12	1	3	5	4	6	2	112	27	85
t13	1	3	5	4	6	2	238	66	172
t21	1	3	5	4	6	2	151	34	117
t22	1	3	5	4	6	2	803	405	398
t23	1	3	5	4	6	2	63	39	24
t11	1	3	5	6	2	4	0	0	0
t12	1	3	5	6	2	4	0	0	0
t13	1	3	5	6	2	4	0	0	0
t21	1	3	5	6	2	4	0	0	0
t22	1	3	5	6	2	4	0	0	0
t23	1	3	5	6	2	4	0	0	0
t11	1	3	5	6	4	2	0	0	0
t12	1	3	5	6	4	2	0	0	0
t13	1	3	5	6	4	2	0	0	0
t21	1	3	5	6	4	2	0	0	0
t22	1	3	5	6	4	2	0	0	0
t23	1	3	5	6	4	2	0	0	0
t11	1	3	6	2	4	5	10	10	0
t12	1	3	6	2	4	5	21	21	0
t13	1	3	6	2	4	5	124	124	0
t21	1	3	6	2	4	5	13	13	0
t22	1	3	6	2	4	5	50	50	0
t23	1	3	6	2	4	5	55	55	0
t11	1	3	6	2	5	4	10	10	0
t12	1	3	6	2	5	4	21	21	0
t13	1	3	6	2	5	4	136	136	0
t21	1	3	6	2	5	4	13	13	0
t22	1	3	6	2	5	4	72	72	0
t23	1	3	6	2	5	4	34	34	0
t11	1	3	6	4	2	5	10	10	0
t12	1	3	6	4	2	5	31	31	0
t13	1	3	6	4	2	5	157	157	0
t21	1	3	6	4	2	5	50	50	0
t22	1	3	6	4	2	5	29	29	0
t23	1	3	6	4	2	5	86	86	0
t11	1	3	6	4	5	2	10	10	0
t12	1	3	6	4	5	2	32	27	5
t13	1	3	6	4	5	2	159	149	10
t21	1	3	6	4	5	2	51	34	17
t22	1	3	6	4	5	2	72	72	0
t23	1	3	6	4	5	2	26	26	0
t11	1	3	6	5	2	4	10	10	0
t12	1	3	6	5	2	4	50	31	19
t13	1	3	6	5	2	4	215	207	8
t21	1	3	6	5	2	4	131	131	0
t22	1	3	6	5	2	4	47	47	0
t23	1	3	6	5	2	4	107	65	42
t11	1	3	6	5	4	2	10	10	0
t12	1	3	6	5	4	2	47	27	20
t13	1	3	6	5	4	2	233	222	11
t21	1	3	6	5	4	2	146	146	0
t22	1	3	6	5	4	2	111	72	39
t23	1	3	6	5	4	2	27	27	0
t11	1	4	2	3	5	6	10	10	0
t12	1	4	2	3	5	6	144	144	0
t13	1	4	2	3	5	6	70	70	0
t21	1	4	2	3	5	6	129	27	102
t22	1	4	2	3	5	6	331	272	59
t23	1	4	2	3	5	6	936	745	191
t11	1	4	2	3	6	5	10	10	0
t12	1	4	2	3	6	5	144	144	0
t13	1	4	2	3	6	5	70	70	0
t21	1	4	2	3	6	5	129	27	102
t22	1	4	2	3	6	5	852	697	155
t23	1	4	2	3	6	5	478	425	53
t11	1	4	2	5	3	6	0	10	-10
t12	1	4	2	5	3	6	0	173	-173
t13	1	4	2	5	3	6	0	74	-74
t21	1	4	2	5	3	6	0	2295	-2295
t22	1	4	2	5	3	6	0	427	-427
t23	1	4	2	5	3	6	0	4598	-4598
t11	1	4	2	5	6	3	0	10	-10
t12	1	4	2	5	6	3	0	133	-133
t13	1	4	2	5	6	3	0	70	-70
t21	1	4	2	5	6	3	0	214	-214
t22	1	4	2	5	6	3	0	965	-965
t23	1	4	2	5	6	3	0	89	-89
t11	1	4	2	6	3	5	0	0	0
t12	1	4	2	6	3	5	0	0	0
t13	1	4	2	6	3	5	0	0	0
t21	1	4	2	6	3	5	0	0	0
t22	1	4	2	6	3	5	0	0	0
t23	1	4	2	6	3	5	0	0	0
t11	1	4	2	6	5	3	0	0	0
t12	1	4	2	6	5	3	0	0	0
t13	1	4	2	6	5	3	0	0	0
t21	1	4	2	6	5	3	0	0	0
t22	1	4	2	6	5	3	0	0	0
t23	1	4	2	6	5	3	0	0	0
t11	1	4	3	2	5	6	10	10	0
t12	1	4	3	2	5	6	144	144	0
t13	1	4	3	2	5	6	73	73	0
t21	1	4	3	2	5	6	13	13	0
t22	1	4	3	2	5	6	272	272	0
t23	1	4	3	2	5	6	734	734	0
t11	1	4	3	2	6	5	10	10	0
t12	1	4	3	2	6	5	144	144	0
t13	1	4	3	2	6	5	73	73	0
t21	1	4	3	2	6	5	13	13	0
t22	1	4	3	2	6	5	683	683	0
t23	1	4	3	2	6	5	425	425	0
t11	1	4	3	5	2	6	0	10	-10
t12	1	4	3	5	2	6	0	173	-173
t13	1	4	3	5	2	6	0	93	-93
t21	1	4	3	5	2	6	0	2295	-2295
t22	1	4	3	5	2	6	0	423	-423
t23	1	4	3	5	2	6	0	4598	-4598
t11	1	4	3	5	6	2	0	10	-10
t12	1	4	3	5	6	2	0	133	-133
t13	1	4	3	5	6	2	0	75	-75
t21	1	4	3	5	6	2	0	214	-214
t22	1	4	3	5	6	2	0	965	-965
t23	1	4	3	5	6	2	0	75	-75
t11	1	4	3	6	2	5	0	0	0
t12	1	4	3	6	2	5	0	0	0
t13	1	4	3	6	2	5	0	0	0
t21	1	4	3	6	2	5	0	0	0
t22	1	4	3	6	2	5	0	0	0
t23	1	4	3	6	2	5	0	0	0
t11	1	4	3	6	5	2	0	0	0
t12	1	4	3	6	5	2	0	0	0
t13	1	4	3	6	5	2	0	0	0
t21	1	4	3	6	5	2	0	0	0
t22	1	4	3	6	5	2	0	0	0
t23	1	4	3	6	5	2	0	0	0
t11	1	4	5	2	3	6	10	10	0
t12	1	4	5	2	3	6	40	40	0
t13	1	4	5	2	3	6	100	100	0
t21	1	4	5	2	3	6	13	13	0
t22	1	4	5	2	3	6	32	32	0
t23	1	4	5	2	3	6	351	351	0
t11	1	4	5	2	6	3	10	10	0
t12	1	4	5	2	6	3	81	30	51
t13	1	4	5	2	6	3	163	66	97
t21	1	4	5	2	6	3	13	13	0
t22	1	4	5	2	6	3	492	384	108
t23	1	4	5	2	6	3	53	51	2
t11	1	4	5	3	2	6	10	10	0
t12	1	4	5	3	2	6	40	40	0
t13	1	4	5	3	2	6	100	100	0
t21	1	4	5	3	2	6	32	32	0
t22	1	4	5	3	2	6	29	29	0
t23	1	4	5	3	2	6	388	388	0
t11	1	4	5	3	6	2	10	10	0
t12	1	4	5	3	6	2	113	30	83
t13	1	4	5	3	6	2	239	66	173
t21	1	4	5	3	6	2	108	28	80
t22	1	4	5	3	6	2	771	399	372
t23	1	4	5	3	6	2	63	39	24
t11	1	4	5	6	2	3	0	0	0
t12	1	4	5	6	2	3	0	0	0
t13	1	4	5	6	2	3	0	0	0
t21	1	4	5	6	2	3	0	0	0
t22	1	4	5	6	2	3	0	0	0
t23	1	4	5	6	2	3	0	0	0
t11	1	4	5	6	3	2	0	0	0
t12	1	4	5	6	3	2	0	0	0
t13	1	4	5	6	3	2	0	0	0
t21	1	4	5	6	3	2	0	0	0
t22	1	4	5	6	3	2	0	0	0
t23	1	4	5	6	3	2	0	0	0
t11	1	4	6	2	3	5	10	10	0
t12	1	4	6	2	3	5	40	40	0
t13	1	4	6	2	3	5	139	139	0
t21	1	4	6	2	3	5	13	13	0
t22	1	4	6	2	3	5	32	32	0
t23	1	4	6	2	3	5	55	55	0
t11	1	4	6	2	5	3	10	10	0
t12	1	4	6	2	5	3	41	30	11
t13	1	4	6	2	5	3	145	145	0
t21	1	4	6	2	5	3	13	13	0
t22	1	4	6	2	5	3	72	72	0
t23	1	4	6	2	5	3	28	28	0
t11	1	4	6	3	2	5	10	10	0
t12	1	4	6	3	2	5	40	40	0
t13	1	4	6	3	2	5	140	140	0
t21	1	4	6	3	2	5	32	32	0
t22	1	4	6	3	2	5	29	29	0
t23	1	4	6	3	2	5	55	55	0
t11	1	4	6	3	5	2	10	10	0
t12	1	4	6	3	5	2	41	30	11
t13	1	4	6	3	5	2	157	152	5
t21	1	4	6	3	5	2	33	28	5
t22	1	4	6	3	5	2	72	72	0
t23	1	4	6	3	5	2	26	25	1
t11	1	4	6	5	2	3	10	10	0
t12	1	4	6	5	2	3	100	46	54
t13	1	4	6	5	2	3	259	211	48
t21	1	4	6	5	2	3	131	131	0
t22	1	4	6	5	2	3	47	47	0
t23	1	4	6	5	2	3	64	45	19
t11	1	4	6	5	3	2	10	10	0
t12	1	4	6	5	3	2	105	46	59
t13	1	4	6	5	3	2	275	211	64
t21	1	4	6	5	3	2	146	131	15
t22	1	4	6	5	3	2	72	52	20
t23	1	4	6	5	3	2	27	26	1
t11	1	5	2	3	4	6	0	0	0
t12	1	5	2	3	4	6	0	0	0
t13	1	5	2	3	4	6	0	0	0
t21	1	5	2	3	4	6	0	0	0
t22	1	5	2	3	4	6	0	0	0
t23	1	5	2	3	4	6	0	0	0
t11	1	5	2	3	6	4	0	10	-10
t12	1	5	2	3	6	4	0	193	-193
t13	1	5	2	3	6	4	0	86	-86
t21	1	5	2	3	6	4	0	27	-27
t22	1	5	2	3	6	4	0	858	-858
t23	1	5	2	3	6	4	0	87	-87
t11	1	5	2	4	3	6	0	0	0
t12	1	5	2	4	3	6	0	0	0
t13	1	5	2	4	3	6	0	0	0
t21	1	5	2	4	3	6	0	0	0
t22	1	5	2	4	3	6	0	0	0
t23	1	5	2	4	3	6	0	0	0
t11	1	5	2	4	6	3	0	10	-10
t12	1	5	2	4	6	3	0	193	-193
t13	1	5	2	4	6	3	0	86	-86
t21	1	5	2	4	6	3	0	32	-32
t22	1	5	2	4	6	3	0	863	-863
t23	1	5	2	4	6	3	0	77	-77
t11	1	5	2	6	3	4	0	0	0
t12	1	5	2	6	3	4	0	0	0
t13	1	5	2	6	3	4	0	0	0
t21	1	5	2	6	3	4	0	0	0
t22	1	5	2	6	3	4	0	0	0
t23	1	5	2	6	3	4	0	0	0
t11	1	5	2	6	4	3	0	0	0
t12	1	5	2	6	4	3	0	0	0
t13	1	5	2	6	4	3	0	0	0
t21	1	5	2	6	4	3	0	0	0
t22	1	5	2	6	4	3	0	0	0
t23	1	5	2	6	4	3	0	0	0
t11	1	5	3	2	4	6	0	0	0
t12	1	5	3	2	4	6	0	0	0
t13	1	5	3	2	4	6	0	0	0
t21	1	5	3	2	4	6	0	0	0
t22	1	5	3	2	4	6	0	0	0
t23	1	5	3	2	4	6	0	0	0
t11	1	5	3	2	6	4	0	10	-10
t12	1	5	3	2	6	4	0	193	-193
t13	1	5	3	2	6	4	0	93	-93
t21	1	5	3	2	6	4	0	13	-13
t22	1	5	3	2	6	4	0	804	-804
t23	1	5	3	2	6	4	0	83	-83
t11	1	5	3	4	2	6	0	0	0
t12	1	5	3	4	2	6	0	0	0
t13	1	5	3	4	2	6	0	0	0
t21	1	5	3	4	2	6	0	0	0
t22	1	5	3	4	2	6	0	0	0
t23	1	5	3	4	2	6	0	0	0
t11	1	5	3	4	6	2	0	10	-10
t12	1	5	3	4	6	2	0	193	-193
t13	1	5	3	4	6	2	0	92	-92
t21	1	5	3	4	6	2	0	32	-32
t22	1	5	3	4	6	2	0	863	-863
t23	1	5	3	4	6	2	0	72	-72
t11	1	5	3	6	2	4	0	0	0
t12	1	5	3	6	2	4	0	0	0
t13	1	5	3	6	2	4	0	0	0
t21	1	5	3	6	2	4	0	0	0
t22	1	5	3	6	2	4	0	0	0
t23	1	5	3	6	2	4	0	0	0
t11	1	5	3	6	4	2	0	0	0
t12	1	5	3	6	4	2	0	0	0
t13	1	5	3	6	4	2	0	0	0
t21	1	5	3	6	4	2	0	0	0
t22	1	5	3	6	4	2	0	0	0
t23	1	5	3	6	4	2	0	0	0
t11	1	5	4	2	3	6	0	0	0
t12	1	5	4	2	3	6	0	0	0
t13	1	5	4	2	3	6	0	0	0
t21	1	5	4	2	3	6	0	0	0
t22	1	5	4	2	3	6	0	0	0
t23	1	5	4	2	3	6	0	0	0
t11	1	5	4	2	6	3	0	10	-10
t12	1	5	4	2	6	3	0	193	-193
t13	1	5	4	2	6	3	0	107	-107
t21	1	5	4	2	6	3	0	13	-13
t22	1	5	4	2	6	3	0	804	-804
t23	1	5	4	2	6	3	0	79	-79
t11	1	5	4	3	2	6	0	0	0
t12	1	5	4	3	2	6	0	0	0
t13	1	5	4	3	2	6	0	0	0
t21	1	5	4	3	2	6	0	0	0
t22	1	5	4	3	2	6	0	0	0
t23	1	5	4	3	2	6	0	0	0
t11	1	5	4	3	6	2	0	10	-10
t12	1	5	4	3	6	2	0	193	-193
t13	1	5	4	3	6	2	0	107	-107
t21	1	5	4	3	6	2	0	28	-28
t22	1	5	4	3	6	2	0	859	-859
t23	1	5	4	3	6	2	0	68	-68
t11	1	5	4	6	2	3	0	0	0
t12	1	5	4	6	2	3	0	0	0
t13	1	5	4	6	2	3	0	0	0
t21	1	5	4	6	2	3	0	0	0
t22	1	5	4	6	2	3	0	0	0
t23	1	5	4	6	2	3	0	0	0
t11	1	5	4	6	3	2	0	0	0
t12	1	5	4	6	3	2	0	0	0
t13	1	5	4	6	3	2	0	0	0
t21	1	5	4	6	3	2	0	0	0
t22	1	5	4	6	3	2	0	0	0
t23	1	5	4	6	3	2	0	0	0
t11	1	5	6	2	3	4	10	10	0
t12	1	5	6	2	3	4	49	49	0
t13	1	5	6	2	3	4	154	154	0
t21	1	5	6	2	3	4	13	13	0
t22	1	5	6	2	3	4	32	32	0
t23	1	5	6	2	3	4	47	47	0
t11	1	5	6	2	4	3	10	10	0
t12	1	5	6	2	4	3	60	60	0
t13	1	5	6	2	4	3	159	159	0
t21	1	5	6	2	4	3	13	13	0
t22	1	5	6	2	4	3	52	52	0
t23	1	5	6	2	4	3	28	28	0
t11	1	5	6	3	2	4	10	10	0
t12	1	5	6	3	2	4	60	60	0
t13	1	5	6	3	2	4	160	160	0
t21	1	5	6	3	2	4	32	32	0
t22	1	5	6	3	2	4	29	29	0
t23	1	5	6	3	2	4	47	47	0
t11	1	5	6	3	4	2	10	10	0
t12	1	5	6	3	4	2	60	60	0
t13	1	5	6	3	4	2	176	160	16
t21	1	5	6	3	4	2	33	28	5
t22	1	5	6	3	4	2	52	52	0
t23	1	5	6	3	4	2	15	15	0
t11	1	5	6	4	2	3	10	10	0
t12	1	5	6	4	2	3	73	73	0
t13	1	5	6	4	2	3	200	200	0
t21	1	5	6	4	2	3	71	71	0
t22	1	5	6	4	2	3	29	29	0
t23	1	5	6	4	2	3	63	44	19
t11	1	5	6	4	3	2	10	10	0
t12	1	5	6	4	3	2	73	73	0
t13	1	5	6	4	3	2	200	200	0
t21	1	5	6	4	3	2	71	71	0
t22	1	5	6	4	3	2	49	34	15
t23	1	5	6	4	3	2	26	26	0
t11	1	6	2	3	4	5	0	0	0
t12	1	6	2	3	4	5	0	0	0
t13	1	6	2	3	4	5	0	0	0
t21	1	6	2	3	4	5	0	0	0
t22	1	6	2	3	4	5	0	0	0
t23	1	6	2	3	4	5	0	0	0
t11	1	6	2	3	5	4	0	0	0
t12	1	6	2	3	5	4	0	0	0
t13	1	6	2	3	5	4	0	0	0
t21	1	6	2	3	5	4	0	0	0
t22	1	6	2	3	5	4	0	0	0
t23	1	6	2	3	5	4	0	0	0
t11	1	6	2	4	3	5	0	0	0
t12	1	6	2	4	3	5	0	0	0
t13	1	6	2	4	3	5	0	0	0
t21	1	6	2	4	3	5	0	0	0
t22	1	6	2	4	3	5	0	0	0
t23	1	6	2	4	3	5	0	0	0
t11	1	6	2	4	5	3	0	0	0
t12	1	6	2	4	5	3	0	0	0
t13	1	6	2	4	5	3	0	0	0
t21	1	6	2	4	5	3	0	0	0
t22	1	6	2	4	5	3	0	0	0
t23	1	6	2	4	5	3	0	0	0
t11	1	6	2	5	3	4	0	0	0
t12	1	6	2	5	3	4	0	0	0
t13	1	6	2	5	3	4	0	0	0
t21	1	6	2	5	3	4	0	0	0
t22	1	6	2	5	3	4	0	0	0
t23	1	6	2	5	3	4	0	0	0
t11	1	6	2	5	4	3	0	0	0
t12	1	6	2	5	4	3	0	0	0
t13	1	6	2	5	4	3	0	0	0
t21	1	6	2	5	4	3	0	0	0
t22	1	6	2	5	4	3	0	0	0
t23	1	6	2	5	4	3	0	0	0
t11	1	6	3	2	4	5	0	0	0
t12	1	6	3	2	4	5	0	0	0
t13	1	6	3	2	4	5	0	0	0
t21	1	6	3	2	4	5	0	0	0
t22	1	6	3	2	4	5	0	0	0
t23	1	6	3	2	4	5	0	0	0
t11	1	6	3	2	5	4	0	0	0
t12	1	6	3	2	5	4	0	0	0
t13	1	6	3	2	5	4	0	0	0
t21	1	6	3	2	5	4	0	0	0
t22	1	6	3	2	5	4	0	0	0
t23	1	6	3	2	5	4	0	0	0
t11	1	6	3	4	2	5	0	0	0
t12	1	6	3	4	2	5	0	0	0
t13	1	6	3	4	2	5	0	0	0
t21	1	6	3	4	2	5	0	0	0
t22	1	6	3	4	2	5	0	0	0
t23	1	6	3	4	2	5	0	0	0
t11	1	6	3	4	5	2	0	0	0
t12	1	6	3	4	5	2	0	0	0
t13	1	6	3	4	5	2	0	0	0
t21	1	6	3	4	5	2	0	0	0
t22	1	6	3	4	5	2	0	0	0
t23	1	6	3	4	5	2	0	0	0
t11	1	6	3	5	2	4	0	0	0
t12	1	6	3	5	2	4	0	0	0
t13	1	6	3	5	2	4	0	0	0
t21	1	6	3	5	2	4	0	0	0
t22	1	6	3	5	2	4	0	0	0
t23	1	6	3	5	2	4	0	0	0
t11	1	6	3	5	4	2	0	0	0
t12	1	6	3	5	4	2	0	0	0
t13	1	6	3	5	4	2	0	0	0
t21	1	6	3	5	4	2	0	0	0
t22	1	6	3	5	4	2	0	0	0
t23	1	6	3	5	4	2	0	0	0
t11	1	6	4	2	3	5	0	0	0
t12	1	6	4	2	3	5	0	0	0
t13	1	6	4	2	3	5	0	0	0
t21	1	6	4	2	3	5	0	0	0
t22	1	6	4	2	3	5	0	0	0
t23	1	6	4	2	3	5	0	0	0
t11	1	6	4	2	5	3	0	0	0
t12	1	6	4	2	5	3	0	0	0
t13	1	6	4	2	5	3	0	0	0
t21	1	6	4	2	5	3	0	0	0
t22	1	6	4	2	5	3	0	0	0
t23	1	6	4	2	5	3	0	0	0
